tract_fips_2020,Tract_fips_2022,tract_name,town_name,town_fips_2020,town_fips_2022,county_name,county_fips_2020,ce_name_2022,ce_fips_2022,2010zip5,PUMA2020code,PUMA2020name,school_district_code,school_district_name
9001044400,9190044400,444,Norwalk,900156060,919056060,Fairfield,9001,Western Connecticut Planning Region,9190,6854,20803,Norwalk & Westport Towns,103,Norwalk
9001044500,9190044500,445,Norwalk,900156060,919056060,Fairfield,9001,Western Connecticut Planning Region,9190,6854,20803,Norwalk & Westport Towns,103,Norwalk
9001044600,9190044600,446,Norwalk,900156060,919056060,Fairfield,9001,Western Connecticut Planning Region,9190,6853,20803,Norwalk & Westport Towns,103,Norwalk
9001090700,9120090700,907,Trumbull,900177200,912077200,Fairfield,9001,Greater Bridgeport Planning Region,9120,6611,20702,Bridgeport Suburban,144,Trumbull
9001110100,9140110100,1101,Shelton,900168170,914068170,Fairfield,9001,Naugatuck Valley Planning Region,9140,6484,20603,Naugatuck Valley South,126,Shelton
9001200302,9190200302,2003.02,Bethel,900104720,919004720,Fairfield,9001,Western Connecticut Planning Region,9190,6801,20804,Western North,9,Bethel
9001210300,9190210300,2103,Danbury,900118500,919018500,Fairfield,9001,Western Connecticut Planning Region,9190,6810,20804,Western North,34,Danbury
9001080900,9120080900,809,Stratford,900174190,912074190,Fairfield,9001,Greater Bridgeport Planning Region,9120,6614,20702,Bridgeport Suburban,138,Stratford
9011693700,9180693700,6937,Waterford,901180280,918080280,New London,9011,Southeastern Connecticut Planning Region,9180,6375,20301,Shoreline Southeastern,152,Waterford
9011716102,9180716102,7161.02,East Lyme,901123400,918023400,New London,9011,Southeastern Connecticut Planning Region,9180,6333,20301,Shoreline Southeastern,45,East Lyme
9011713100,9180713100,7131,Bozrah,901106820,918006820,New London,9011,Southeastern Connecticut Planning Region,9180,6334,20302,Inland Southeastern,13,Bozrah
9011696500,9180696500,6965,Norwich,901156270,918056270,New London,9011,Southeastern Connecticut Planning Region,9180,6360,20302,Inland Southeastern,104,Norwich
9003405600,9140405600,4056,Bristol,900308490,914008490,Hartford,9003,Naugatuck Valley Planning Region,9140,6010,20602,Naugatuck Valley North,17,Bristol
9003510200,9110510200,5102,East Hartford,900322630,911022630,Hartford,9003,Capitol Planning Region,9110,6108,20205,"East Hartford, Manchester & Vernon Towns",43,East Hartford
9003510400,9110510400,5104,East Hartford,900322630,911022630,Hartford,9003,Capitol Planning Region,9110,6108,20205,"East Hartford, Manchester & Vernon Towns",43,East Hartford
9003510300,9110510300,5103,East Hartford,900322630,911022630,Hartford,9003,Capitol Planning Region,9110,6108,20205,"East Hartford, Manchester & Vernon Towns",43,East Hartford
9003492400,9110492400,4924,Wethersfield,900384900,911084900,Hartford,9003,Capitol Planning Region,9110,6109,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",159,Wethersfield
9003405200,9140405200,4052,Bristol,900308490,914008490,Hartford,9003,Naugatuck Valley Planning Region,9140,6010,20602,Naugatuck Valley North,17,Bristol
9001022201,9190022201,222.01,Stamford,900173070,919073070,Fairfield,9001,Western Connecticut Planning Region,9190,6902,20801,Stamford & Greenwich Towns,135,Stamford
9001022202,9190022202,222.02,Stamford,900173070,919073070,Fairfield,9001,Western Connecticut Planning Region,9190,6902,20801,Stamford & Greenwich Towns,135,Stamford
9001022101,9190022101,221.01,Stamford,900173070,919073070,Fairfield,9001,Western Connecticut Planning Region,9190,6902,20801,Stamford & Greenwich Towns,135,Stamford
9001022102,9190022102,221.02,Stamford,900173070,919073070,Fairfield,9001,Western Connecticut Planning Region,9190,6902,20801,Stamford & Greenwich Towns,135,Stamford
9001020302,9190020302,203.02,Stamford,900173070,919073070,Fairfield,9001,Western Connecticut Planning Region,9190,6903,20801,Stamford & Greenwich Towns,135,Stamford
9001020301,9190020301,203.01,Stamford,900173070,919073070,Fairfield,9001,Western Connecticut Planning Region,9190,6903,20801,Stamford & Greenwich Towns,135,Stamford
9003415300,9110415300,4153,New Britain,900350440,911050440,Hartford,9003,Capitol Planning Region,9110,6051,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain
9003492500,9110492500,4925,Wethersfield,900384900,911084900,Hartford,9003,Capitol Planning Region,9110,6109,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",159,Wethersfield
9003494100,9110494100,4941,Newington,900352140,911052140,Hartford,9003,Capitol Planning Region,9110,6111,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",94,Newington
9003494201,9110494201,4942.01,Newington,900352140,911052140,Hartford,9003,Capitol Planning Region,9110,6111,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",94,Newington
9003494202,9110494202,4942.02,Newington,900352140,911052140,Hartford,9003,Capitol Planning Region,9110,6111,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",94,Newington
9003494300,9110494300,4943,Newington,900352140,911052140,Hartford,9003,Capitol Planning Region,9110,6111,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",94,Newington
9003510700,9110510700,5107,East Hartford,900322630,911022630,Hartford,9003,Capitol Planning Region,9110,6118,20205,"East Hartford, Manchester & Vernon Towns",43,East Hartford
9003510900,9110510900,5109,East Hartford,900322630,911022630,Hartford,9003,Capitol Planning Region,9110,6118,20205,"East Hartford, Manchester & Vernon Towns",43,East Hartford
9003510800,9110510800,5108,East Hartford,900322630,911022630,Hartford,9003,Capitol Planning Region,9110,6118,20205,"East Hartford, Manchester & Vernon Towns",43,East Hartford
9003502300,9110502300,5023,Hartford,900337070,911037070,Hartford,9003,Capitol Planning Region,9110,6114,20201,Hartford Town,64,Hartford
9003415500,9110415500,4155,New Britain,900350440,911050440,Hartford,9003,Capitol Planning Region,9110,6051,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain
9003415600,9110415600,4156,New Britain,900350440,911050440,Hartford,9003,Capitol Planning Region,9110,6051,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain
9003415700,9110415700,4157,New Britain,900350440,911050440,Hartford,9003,Capitol Planning Region,9110,6052,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain
9003415800,9110415800,4158,New Britain,900350440,911050440,Hartford,9003,Capitol Planning Region,9110,6052,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain
9003415900,9110415900,4159,New Britain,900350440,911050440,Hartford,9003,Capitol Planning Region,9110,6053,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain
9003416000,9110416000,4160,New Britain,900350440,911050440,Hartford,9003,Capitol Planning Region,9110,6053,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain
9003416100,9110416100,4161,New Britain,900350440,911050440,Hartford,9003,Capitol Planning Region,9110,6051,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain
9003494400,9110494400,4944,Newington,900352140,911052140,Hartford,9003,Capitol Planning Region,9110,6111,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",94,Newington
9003494500,9110494500,4945,Newington,900352140,911052140,Hartford,9003,Capitol Planning Region,9110,6111,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",94,Newington
9003502400,9110502400,5024,Hartford,900337070,911037070,Hartford,9003,Capitol Planning Region,9110,6114,20201,Hartford Town,64,Hartford
9003416200,9110416200,4162,New Britain,900350440,911050440,Hartford,9003,Capitol Planning Region,9110,6051,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain
9003416300,9110416300,4163,New Britain,900350440,911050440,Hartford,9003,Capitol Planning Region,9110,6051,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain
9003416400,9110416400,4164,New Britain,900350440,911050440,Hartford,9003,Capitol Planning Region,9110,6052,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain
9003416600,9110416600,4166,New Britain,900350440,911050440,Hartford,9003,Capitol Planning Region,9110,6053,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain
9003416700,9110416700,4167,New Britain,900350440,911050440,Hartford,9003,Capitol Planning Region,9110,6053,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain
9003416800,9110416800,4168,New Britain,900350440,911050440,Hartford,9003,Capitol Planning Region,9110,6053,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain
9003417100,9110417100,4171,New Britain,900350440,911050440,Hartford,9003,Capitol Planning Region,9110,6051,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain
9003417400,9110417400,4174,New Britain,900350440,911050440,Hartford,9003,Capitol Planning Region,9110,6053,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain
9003417500,9110417500,4175,New Britain,900350440,911050440,Hartford,9003,Capitol Planning Region,9110,6053,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain
9007590102,9130590102,5901.02,Haddam,900735230,913035230,Middlesex,9007,Lower Connecticut River Valley Planning Region,9130,6441,20400,Lower Connecticut River Valley,217,Region 17
9007680102,9130680102,6801.02,Westbrook,900781680,913081680,Middlesex,9007,Lower Connecticut River Valley Planning Region,9130,6498,20400,Lower Connecticut River Valley,154,Westbrook
9007630101,9130630101,6301.01,Essex,900726270,913026270,Middlesex,9007,Lower Connecticut River Valley Planning Region,9130,6442,20400,Lower Connecticut River Valley,204,Region 4
9007590101,9130590101,5901.01,Haddam,900735230,913035230,Middlesex,9007,Lower Connecticut River Valley Planning Region,9130,6438,20400,Lower Connecticut River Valley,217,Region 17
9007680101,9130680101,6801.01,Westbrook,900781680,913081680,Middlesex,9007,Lower Connecticut River Valley Planning Region,9130,6498,20400,Lower Connecticut River Valley,154,Westbrook
9007541301,9130541301,5413.01,Middletown,900747360,913047360,Middlesex,9007,Lower Connecticut River Valley Planning Region,9130,6457,20400,Lower Connecticut River Valley,83,Middletown
9007541302,9130541302,5413.02,Middletown,900747360,913047360,Middlesex,9007,Lower Connecticut River Valley Planning Region,9130,6457,20400,Lower Connecticut River Valley,83,Middletown
9007630102,9130630102,6301.02,Essex,900726270,913026270,Middlesex,9007,Lower Connecticut River Valley Planning Region,9130,6426,20400,Lower Connecticut River Valley,204,Region 4
9003504800,9110504800,5048,Hartford,900337070,911037070,Hartford,9003,Capitol Planning Region,9110,6106,20201,Hartford Town,64,Hartford
9003420500,9110420500,4205,Plainville,900360120,911060120,Hartford,9003,Capitol Planning Region,9110,6062,20207,"New Britain, Southington, Berlin & Plainville Towns",110,Plainville
9003430201,9110430201,4302.01,Southington,900370550,911070550,Hartford,9003,Capitol Planning Region,9110,6489,20207,"New Britain, Southington, Berlin & Plainville Towns",131,Southington
9003430302,9110430302,4303.02,Southington,900370550,911070550,Hartford,9003,Capitol Planning Region,9110,6479,20207,"New Britain, Southington, Berlin & Plainville Towns",131,Southington
9003430602,9110430602,4306.02,Southington,900370550,911070550,Hartford,9003,Capitol Planning Region,9110,6489,20207,"New Britain, Southington, Berlin & Plainville Towns",131,Southington
9003497700,9110497700,4977,West Hartford,900382590,911082590,Hartford,9003,Capitol Planning Region,9110,6117,20208,Capitol West,155,West Hartford
9003500200,9110500200,5002,Hartford,900337070,911037070,Hartford,9003,Capitol Planning Region,9110,6114,20201,Hartford Town,64,Hartford
9003500300,9110500300,5003,Hartford,900337070,911037070,Hartford,9003,Capitol Planning Region,9110,6106,20201,Hartford Town,64,Hartford
9007585100,9130585100,5851,Durham,900720810,913020810,Middlesex,9007,Lower Connecticut River Valley Planning Region,9130,6422,20400,Lower Connecticut River Valley,213,Region 13
9007610400,9130610400,6104,Clinton,900715350,913015350,Middlesex,9007,Lower Connecticut River Valley Planning Region,9130,6413,20400,Lower Connecticut River Valley,27,Clinton
9009125300,9140125300,1253,Ansonia,900901220,914001220,New Haven,9009,Naugatuck Valley Planning Region,9140,6401,20603,Naugatuck Valley South,2,Ansonia
9009125400,9140125400,1254,Ansonia,900901220,914001220,New Haven,9009,Naugatuck Valley Planning Region,9140,6401,20603,Naugatuck Valley South,2,Ansonia
9003460301,9110460301,4603.01,Farmington,900327600,911027600,Hartford,9003,Capitol Planning Region,9110,6085,20208,Capitol West,52,Farmington
9003462202,9110462202,4622.02,Avon,900302060,911002060,Hartford,9003,Capitol Planning Region,9110,6001,20208,Capitol West,4,Avon
9003466201,9110466201,4662.01,Simsbury,900368940,911068940,Hartford,9003,Capitol Planning Region,9110,6070,20208,Capitol West,128,Simsbury
9003466400,9110466400,4664,Simsbury,900368940,911068940,Hartford,9003,Capitol Planning Region,9110,6070,20208,Capitol West,128,Simsbury
9003492100,9110492100,4921,Wethersfield,900384900,911084900,Hartford,9003,Capitol Planning Region,9110,6109,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",159,Wethersfield
9009140200,9170140200,1402,New Haven,900952070,917052070,New Haven,9009,South Central Connecticut Planning Region,9170,6519,20501,New Haven Town,93,New Haven
9009140300,9170140300,1403,New Haven,900952070,917052070,New Haven,9009,South Central Connecticut Planning Region,9170,6519,20501,New Haven Town,93,New Haven
9009140400,9170140400,1404,New Haven,900952070,917052070,New Haven,9009,South Central Connecticut Planning Region,9170,6519,20501,New Haven Town,93,New Haven
9009140500,9170140500,1405,New Haven,900952070,917052070,New Haven,9009,South Central Connecticut Planning Region,9170,6519,20501,New Haven Town,93,New Haven
9009140600,9170140600,1406,New Haven,900952070,917052070,New Haven,9009,South Central Connecticut Planning Region,9170,6519,20501,New Haven Town,93,New Haven
9009140700,9170140700,1407,New Haven,900952070,917052070,New Haven,9009,South Central Connecticut Planning Region,9170,6511,20501,New Haven Town,93,New Haven
9003492600,9110492600,4926,Wethersfield,900384900,911084900,Hartford,9003,Capitol Planning Region,9110,6109,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",159,Wethersfield
9003471200,9110471200,4712,Bloomfield,900305910,911005910,Hartford,9003,Capitol Planning Region,9110,6002,20202,Connecticut River North,11,Bloomfield
9003511300,9110511300,5113,East Hartford,900322630,911022630,Hartford,9003,Capitol Planning Region,9110,6108,20205,"East Hartford, Manchester & Vernon Towns",43,East Hartford
9003480800,9110480800,4808,Enfield,900325990,911025990,Hartford,9003,Capitol Planning Region,9110,6082,20202,Connecticut River North,49,Enfield
9003520400,9110520400,5204,Glastonbury,900331240,911031240,Hartford,9003,Capitol Planning Region,9110,6033,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",54,Glastonbury
9003515101,9110515101,5151.01,Manchester,900344700,911044700,Hartford,9003,Capitol Planning Region,9110,6040,20205,"East Hartford, Manchester & Vernon Towns",77,Manchester
9003490100,9110490100,4901,Rocky Hill,900365370,911065370,Hartford,9003,Capitol Planning Region,9110,6067,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",119,Rocky Hill
9003406002,9140406002,4060.02,Bristol,900308490,914008490,Hartford,9003,Naugatuck Valley Planning Region,9140,6010,20602,Naugatuck Valley North,17,Bristol
9003471100,9110471100,4711,Bloomfield,900305910,911005910,Hartford,9003,Capitol Planning Region,9110,6002,20202,Connecticut River North,11,Bloomfield
9003471500,9110471500,4715,Bloomfield,900305910,911005910,Hartford,9003,Capitol Planning Region,9110,6002,20202,Connecticut River North,11,Bloomfield
9003473400,9110473400,4734,Windsor,900387000,911087000,Hartford,9003,Capitol Planning Region,9110,6095,20202,Connecticut River North,164,Windsor
9003473602,9110473602,4736.02,Windsor,900387000,911087000,Hartford,9003,Capitol Planning Region,9110,6095,20202,Connecticut River North,164,Windsor
9003492200,9110492200,4922,Wethersfield,900384900,911084900,Hartford,9003,Capitol Planning Region,9110,6109,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",159,Wethersfield
9003492300,9110492300,4923,Wethersfield,900384900,911084900,Hartford,9003,Capitol Planning Region,9110,6109,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",159,Wethersfield
9003500400,9110500400,5004,Hartford,900337070,911037070,Hartford,9003,Capitol Planning Region,9110,6114,20201,Hartford Town,64,Hartford
9003501200,9110501200,5012,Hartford,900337070,911037070,Hartford,9003,Capitol Planning Region,9110,6120,20201,Hartford Town,64,Hartford
9011702500,9180702500,7025,Groton,901134250,918034250,New London,9011,Southeastern Connecticut Planning Region,9180,6340,20301,Shoreline Southeastern,59,Groton
9011702600,9180702600,7026,Groton,901134250,918034250,New London,9011,Southeastern Connecticut Planning Region,9180,6340,20301,Shoreline Southeastern,59,Groton
9011702700,9180702700,7027,Groton,901134250,918034250,New London,9011,Southeastern Connecticut Planning Region,9180,6340,20301,Shoreline Southeastern,59,Groton
9011980000,9180980000,9800,Groton,901134250,918034250,New London,9011,Southeastern Connecticut Planning Region,9180,6340,20301,Shoreline Southeastern,59,Groton
9011705300,9180705300,7053,Stonington,901173770,918073770,New London,9011,Southeastern Connecticut Planning Region,9180,6355,20301,Shoreline Southeastern,137,Stonington
9011709200,9180709200,7092,Griswold,901133900,918033900,New London,9011,Southeastern Connecticut Planning Region,9180,6351,20302,Inland Southeastern,58,Griswold
9011712100,9180712100,7121,Franklin,901129910,918029910,New London,9011,Southeastern Connecticut Planning Region,9180,6254,20302,Inland Southeastern,53,Franklin
9001090300,9120090300,903,Trumbull,900177200,912077200,Fairfield,9001,Greater Bridgeport Planning Region,9120,6611,20702,Bridgeport Suburban,144,Trumbull
9001010101,9190010101,101.01,Greenwich,900133620,919033620,Fairfield,9001,Western Connecticut Planning Region,9190,6831,20801,Stamford & Greenwich Towns,57,Greenwich
9001020600,9190020600,206,Stamford,900173070,919073070,Fairfield,9001,Western Connecticut Planning Region,9190,6905,20801,Stamford & Greenwich Towns,135,Stamford
9001021300,9190021300,213,Stamford,900173070,919073070,Fairfield,9001,Western Connecticut Planning Region,9190,6905,20801,Stamford & Greenwich Towns,135,Stamford
9001021100,9190021100,211,Stamford,900173070,919073070,Fairfield,9001,Western Connecticut Planning Region,9190,6906,20801,Stamford & Greenwich Towns,135,Stamford
9001035300,9190035300,353,New Canaan,900150580,919050580,Fairfield,9001,Western Connecticut Planning Region,9190,6840,20802,Western Central,90,New Canaan
9001073600,9120073600,736,Bridgeport,900108070,912008070,Fairfield,9001,Greater Bridgeport Planning Region,9120,6608,20701,Bridgeport Town,15,Bridgeport
9001050100,9190050100,501,Westport,900183500,919083500,Fairfield,9001,Western Connecticut Planning Region,9190,6880,20803,Norwalk & Westport Towns,158,Westport
9001060500,9120060500,605,Fairfield,900126620,912026620,Fairfield,9001,Greater Bridgeport Planning Region,9120,6890,20702,Bridgeport Suburban,51,Fairfield
9001100300,9120100300,1003,Monroe,900148620,912048620,Fairfield,9001,Greater Bridgeport Planning Region,9120,6468,20702,Bridgeport Suburban,85,Monroe
9001045300,9190045300,453,Wilton,900186370,919086370,Fairfield,9001,Western Connecticut Planning Region,9190,6897,20802,Western Central,161,Wilton
9001061000,9120061000,610,Fairfield,900126620,912026620,Fairfield,9001,Greater Bridgeport Planning Region,9120,6825,20702,Bridgeport Suburban,51,Fairfield
9001080800,9120080800,808,Stratford,900174190,912074190,Fairfield,9001,Greater Bridgeport Planning Region,9120,6614,20702,Bridgeport Suburban,138,Stratford
9003490304,9110490304,4903.04,Rocky Hill,900365370,911065370,Hartford,9003,Capitol Planning Region,9110,6067,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",119,Rocky Hill
9003490303,9110490303,4903.03,Rocky Hill,900365370,911065370,Hartford,9003,Capitol Planning Region,9110,6067,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",119,Rocky Hill
9003400102,9110400102,4001.02,Berlin,900304300,911004300,Hartford,9003,Capitol Planning Region,9110,6037,20207,"New Britain, Southington, Berlin & Plainville Towns",7,Berlin
9003400101,9110400101,4001.01,Berlin,900304300,911004300,Hartford,9003,Capitol Planning Region,9110,6037,20207,"New Britain, Southington, Berlin & Plainville Towns",7,Berlin
9003420602,9110420602,4206.02,Plainville,900360120,911060120,Hartford,9003,Capitol Planning Region,9110,6062,20207,"New Britain, Southington, Berlin & Plainville Towns",110,Plainville
9003420601,9110420601,4206.01,Plainville,900360120,911060120,Hartford,9003,Capitol Planning Region,9110,6062,20207,"New Britain, Southington, Berlin & Plainville Towns",110,Plainville
9003514104,9110514104,5141.04,Manchester,900344700,911044700,Hartford,9003,Capitol Planning Region,9110,6042,20205,"East Hartford, Manchester & Vernon Towns",77,Manchester
9003405801,9140405801,4058.01,Bristol,900308490,914008490,Hartford,9003,Naugatuck Valley Planning Region,9140,6010,20602,Naugatuck Valley North,17,Bristol
9003430603,9110430603,4306.03,Southington,900370550,911070550,Hartford,9003,Capitol Planning Region,9110,6489,20207,"New Britain, Southington, Berlin & Plainville Towns",131,Southington
9003477104,9110477104,4771.04,Suffield,900374540,911074540,Hartford,9003,Capitol Planning Region,9110,6078,20202,Connecticut River North,139,Suffield
9003405802,9140405802,4058.02,Bristol,900308490,914008490,Hartford,9003,Naugatuck Valley Planning Region,9140,6010,20602,Naugatuck Valley North,17,Bristol
9003477103,9110477103,4771.03,Suffield,900374540,911074540,Hartford,9003,Capitol Planning Region,9110,6078,20202,Connecticut River North,139,Suffield
9003502700,9110502700,5027,Hartford,900337070,911037070,Hartford,9003,Capitol Planning Region,9110,6106,20201,Hartford Town,64,Hartford
9003503102,9110503102,5031.02,Hartford,900337070,911037070,Hartford,9003,Capitol Planning Region,9110,6105,20201,Hartford Town,64,Hartford
9003514103,9110514103,5141.03,Manchester,900344700,911044700,Hartford,9003,Capitol Planning Region,9110,6042,20205,"East Hartford, Manchester & Vernon Towns",77,Manchester
9003503101,9110503101,5031.01,Hartford,900337070,911037070,Hartford,9003,Capitol Planning Region,9110,6105,20201,Hartford Town,64,Hartford
9003405401,9140405401,4054.01,Bristol,900308490,914008490,Hartford,9003,Naugatuck Valley Planning Region,9140,6010,20602,Naugatuck Valley North,17,Bristol
9001030300,9190030300,303,Darien,900118850,919018850,Fairfield,9001,Western Connecticut Planning Region,9190,6820,20802,Western Central,35,Darien
9001210702,9190210702,2107.02,Danbury,900118500,919018500,Fairfield,9001,Western Connecticut Planning Region,9190,6810,20804,Western North,34,Danbury
9001210701,9190210701,2107.01,Danbury,900118500,919018500,Fairfield,9001,Western Connecticut Planning Region,9190,6810,20804,Western North,34,Danbury
9013526102,9110526102,5261.02,Hebron,901337910,911037910,Tolland,9013,Capitol Planning Region,9110,6248,20203,Capitol East,208,Region 8
9013526101,9110526101,5261.01,Hebron,901337910,911037910,Tolland,9013,Capitol Planning Region,9110,6231,20203,Capitol East,208,Region 8
9013890202,9110890202,8902.02,Stafford,901372090,911072090,Tolland,9013,Capitol Planning Region,9110,6076,20204,Northeastern Planning Region & Stafford Town,134,Stafford
9009151000,9170151000,1510,Milford,900947535,917047535,New Haven,9009,South Central Connecticut Planning Region,9170,6460,20502,South Central West,84,Milford
9007542000,9130542000,5420,Middletown,900747360,913047360,Middlesex,9007,Lower Connecticut River Valley Planning Region,9130,6457,20400,Lower Connecticut River Valley,83,Middletown
9007640100,9130640100,6401,Killingworth,900740710,913040710,Middlesex,9007,Lower Connecticut River Valley Planning Region,9130,6419,20400,Lower Connecticut River Valley,217,Region 17
9007570300,9130570300,5703,Cromwell,900718080,913018080,Middlesex,9007,Lower Connecticut River Valley Planning Region,9130,6416,20400,Lower Connecticut River Valley,33,Cromwell
9007560200,9130560200,5602,Portland,900761800,913061800,Middlesex,9007,Lower Connecticut River Valley Planning Region,9130,6480,20400,Lower Connecticut River Valley,113,Portland
9007560100,9130560100,5601,Portland,900761800,913061800,Middlesex,9007,Lower Connecticut River Valley Planning Region,9130,6480,20400,Lower Connecticut River Valley,113,Portland
9007670100,9130670100,6701,Old Saybrook,900757320,913057320,Middlesex,9007,Lower Connecticut River Valley Planning Region,9130,6475,20400,Lower Connecticut River Valley,106,Old Saybrook
9007542100,9130542100,5421,Middletown,900747360,913047360,Middlesex,9007,Lower Connecticut River Valley Planning Region,9130,6457,20400,Lower Connecticut River Valley,83,Middletown
9007541200,9130541200,5412,Middletown,900747360,913047360,Middlesex,9007,Lower Connecticut River Valley Planning Region,9130,6457,20400,Lower Connecticut River Valley,83,Middletown
9007620100,9130620100,6201,Deep River,900719130,913019130,Middlesex,9007,Lower Connecticut River Valley Planning Region,9130,6417,20400,Lower Connecticut River Valley,204,Region 4
9007610100,9130610100,6101,Clinton,900715350,913015350,Middlesex,9007,Lower Connecticut River Valley Planning Region,9130,6413,20400,Lower Connecticut River Valley,27,Clinton
9007670200,9130670200,6702,Old Saybrook,900757320,913057320,Middlesex,9007,Lower Connecticut River Valley Planning Region,9130,6475,20400,Lower Connecticut River Valley,106,Old Saybrook
9007570200,9130570200,5702,Cromwell,900718080,913018080,Middlesex,9007,Lower Connecticut River Valley Planning Region,9130,6416,20400,Lower Connecticut River Valley,33,Cromwell
9009120100,9140120100,1201,Derby,900919550,914019550,New Haven,9009,Naugatuck Valley Planning Region,9140,6418,20603,Naugatuck Valley South,37,Derby
9009120200,9140120200,1202,Derby,900919550,914019550,New Haven,9009,Naugatuck Valley Planning Region,9140,6418,20603,Naugatuck Valley South,37,Derby
9007541402,9130541402,5414.02,Middletown,900747360,913047360,Middlesex,9007,Lower Connecticut River Valley Planning Region,9130,6457,20400,Lower Connecticut River Valley,83,Middletown
9007541401,9130541401,5414.01,Middletown,900747360,913047360,Middlesex,9007,Lower Connecticut River Valley Planning Region,9130,6457,20400,Lower Connecticut River Valley,83,Middletown
9007550202,9130550202,5502.02,East Hampton,900722490,913022490,Middlesex,9007,Lower Connecticut River Valley Planning Region,9130,6424,20400,Lower Connecticut River Valley,42,East Hampton
9007595102,9130595102,5951.02,East Haddam,900722280,913022280,Middlesex,9007,Lower Connecticut River Valley Planning Region,9130,6469,20400,Lower Connecticut River Valley,41,East Haddam
9007550201,9130550201,5502.01,East Hampton,900722490,913022490,Middlesex,9007,Lower Connecticut River Valley Planning Region,9130,6424,20400,Lower Connecticut River Valley,42,East Hampton
9007595101,9130595101,5951.01,East Haddam,900722280,913022280,Middlesex,9007,Lower Connecticut River Valley Planning Region,9130,6423,20400,Lower Connecticut River Valley,41,East Haddam
9007680200,9130680200,6802,Middletown,900747360,913047360,Middlesex,9007,Lower Connecticut River Valley Planning Region,9130,6457,20400,Lower Connecticut River Valley,83,Middletown
9009361402,9170361402,3614.02,New Haven,900952070,917052070,New Haven,9009,South Central Connecticut Planning Region,9170,6511,20501,New Haven Town,93,New Haven
9009348122,9140348122,3481.22,Southbury,900969640,914069640,New Haven,9009,Naugatuck Valley Planning Region,9140,6488,20603,Naugatuck Valley South,215,Region 15
9009348123,9140348123,3481.23,Southbury,900969640,914069640,New Haven,9009,Naugatuck Valley Planning Region,9140,6488,20603,Naugatuck Valley South,215,Region 15
9009348124,9140348124,3481.24,Southbury,900969640,914069640,New Haven,9009,Naugatuck Valley Planning Region,9140,6488,20603,Naugatuck Valley South,215,Region 15
9009348125,9140348125,3481.25,Southbury,900969640,914069640,New Haven,9009,Naugatuck Valley Planning Region,9140,6488,20603,Naugatuck Valley South,215,Region 15
9011870703,9180870703,8707.03,East Lyme,901123400,918023400,New London,9011,Southeastern Connecticut Planning Region,9180,6357,20301,Shoreline Southeastern,45,East Lyme
9011870502,9180870502,8705.02,Montville,901148900,918048900,New London,9011,Southeastern Connecticut Planning Region,9180,6382,20302,Inland Southeastern,86,Montville
9011870501,9180870501,8705.01,Montville,901148900,918048900,New London,9011,Southeastern Connecticut Planning Region,9180,6382,20302,Inland Southeastern,86,Montville
9011714103,9180714103,7141.03,Colchester,901115910,918015910,New London,9011,Southeastern Connecticut Planning Region,9180,6415,20302,Inland Southeastern,28,Colchester
9011870200,9180870200,8702,Groton,901134250,918034250,New London,9011,Southeastern Connecticut Planning Region,9180,6340,20301,Shoreline Southeastern,59,Groton
9009150500,9170150500,1505,Milford,900947535,917047535,New Haven,9009,South Central Connecticut Planning Region,9170,6460,20502,South Central West,84,Milford
